"specimen_no","sex","process_date","preservation_day","standard_length_mm","fork_length_mm","total_length_mm","weight_g","processor_id","flag"
"fish_20","M","2017-06-09",1094,"65.57",69.98,NA,"3.3928","1",NA
"fish_21","M","2017-06-09",1094,"67.5",72.77,NA,"3.4907","1",NA
"fish_22","M","2017-06-09",1094,"60.13",64.99,NA,"2.6426","1",NA
"fish_23","M","2017-06-09",1094,"56.52",60.56,NA,"2.1528","1",NA
"fish_24","M","2017-06-09",1094,"58.42",61.79,NA,"2.1329","1",NA
"fish_25","M","2017-06-09",1094,"61.88",66.08,NA,"2.8169","1",NA
"fish_26","F","2017-06-09",1094,"69.22",74.54,NA,"3.4768","1",NA
"fish_27","F","2017-06-09",1094,"74.1",80.4,NA,"4.6189","1",NA
"fish_28","F","2017-06-09",1094,"75.32",80.56,NA,"6.6466","1",NA
"fish_29","F","2017-06-09",1094,"81.7",88.46,NA,"7.9879","1",NA
"fish_30","F","2017-06-09",1094,"76.11",82.25,NA,"5.4685","1",NA
"fish_31","F","2017-06-09",1094,"77.92",83.68,NA,"5.964","1",NA
"fish_32","F","2017-06-09",1094,"72.74",77.55,NA,"4.7405","1",NA
"fish_33","F","2017-06-09",1094,"63.43",68.43,NA,"3.1378","1",NA
"fish_34","F","2017-06-09",1094,"71.87",76.36,NA,"4.9161","1",NA
"fish_35","F","2017-06-09",1094,"67.72",72.67,NA,"3.8076","1",NA
"fish_36","F","2017-06-09",1094,"59.18",NA,NA,"2.5827","1",NA
"fish_37","F","2017-06-09",1094,"70.69",75.88,NA,"5.0225","1",NA
"fish_38","F","2017-06-09",1094,"80.88",86.43,NA,"5.772","1",NA
"fish_39","F","2017-06-09",1094,"63.09",67.71,NA,"2.949","1",NA
"fish_40","F","2017-06-09",1094,"63.82",68.63,NA,"3.4921","1",NA
"fish_41","F","2017-06-09",1094,"69.4",74.73,NA,"4.0673","1",NA
"fish_42","F","2017-06-09",1094,"72.54",NA,NA,"4.2917","1",NA
"fish_43","F","2017-06-09",1094,"71.05",76.03,NA,"4.5539","1",NA
"fish_44","F","2017-06-09",1094,"69.58",75.03,NA,"4.2348","1",NA
"fish_45","F","2017-06-09",1094,"66.72",70.63,NA,"3.572","1",NA
"fish_46","F","2017-06-09",1094,"60.68",64.27,NA,"2.8461","1",NA
"fish_47","F","2017-06-09",1094,"73.14",79.2,NA,"4.8333","1",NA
"fish_48","F","2017-06-09",1094,"68.83",73.49,NA,"3.4767","1",NA
"fish_01","M","2018-06-07",1457,"66.2",72.5,NA,"3.7108","1",NA
"fish_02","M","2018-06-07",1457,"63",70.2,NA,"3.156","1",NA
"fish_03","M","2018-06-07",1457,"60.4",64.1,NA,"3.0137","1",NA
"fish_04","M","2018-06-07",1457,"58.9",62.5,NA,"2.2364","1",NA
"fish_05","M","2018-06-07",1457,"62",67.9,NA,"2.7446","1",NA
"fish_06","M","2018-06-07",1457,"70.5",75.2,NA,"4.0849","1",NA
"fish_07","M","2018-06-07",1457,"80.8",86.6,NA,"6.3103","1",NA
"fish_08","M","2018-06-07",1457,"64.8",70.4,NA,"3.079","1",NA
"fish_09","M","2018-06-07",1457,"68.3",73.9,NA,"3.413","1",NA
"fish_10","M","2018-06-07",1457,"75.8",82.2,NA,"5.8039","1",NA
"fish_11","M","2018-06-07",1457,"66.8",71.9,NA,"3.527","1",NA
"fish_12","M","2018-06-07",1457,"61.8",66,NA,"2.3748","1",NA
"fish_13","M","2018-06-07",1457,"63.8",68.2,NA,"2.8571","1",NA
"fish_14","M","2018-06-07",1457,"63.4",68.8,NA,"3.399","1",NA
"fish_15","M","2018-06-07",1457,"62.2",66.3,NA,"2.4732","1",NA
"fish_16","M","2018-06-07",1457,"64.1",68.4,NA,"3.1433","1",NA
"fish_17","M","2018-06-07",1457,"66.6",70.9,NA,"3.1466","1",NA
"fish_18","M","2018-06-07",1457,"55.5",59.6,NA,"2.132","1",NA
"fish_19","M","2018-06-07",1457,"60.6",65.4,NA,"2.7737","1",NA
"fish_20","M","2018-06-07",1457,"65.3",69.9,NA,"3.3707","1",NA
"fish_21","M","2018-06-07",1457,"68.1",72.8,NA,"3.5066","1",NA
"fish_22","M","2018-06-07",1457,"60",64.8,NA,"2.638","1",NA
"fish_23","M","2018-06-07",1457,"56.6",60.8,NA,"2.1528","1",NA
"fish_24","M","2018-06-07",1457,"59",62.3,NA,"2.1231","1",NA
"fish_25","M","2018-06-07",1457,"61.1",66.3,NA,"2.7923","1",NA
"fish_26","F","2018-06-07",1457,"69.3",74.2,NA,"3.4597","1",NA
"fish_27","F","2018-06-07",1457,"73.4",79.4,NA,"4.6039","1",NA
"fish_28","F","2018-06-07",1457,"75.4",80.4,NA,"6.6728","1",NA
"fish_29","F","2018-06-07",1457,"79.7",87.4,NA,"7.9972","1",NA
"fish_30","F","2018-06-07",1457,"75.3",81.5,NA,"5.4547","1",NA
"fish_31","F","2018-06-07",1457,"77.7",84.2,NA,"5.9945","1",NA
"fish_32","F","2018-06-07",1457,"72",77.9,NA,"4.692","1",NA
"fish_33","F","2018-06-07",1457,"62.9",67.3,NA,"3.1731","1",NA
"fish_34","F","2018-06-07",1457,"71.5",76.8,NA,"4.929","1",NA
"fish_35","F","2018-06-07",1457,"67.6",73.8,NA,"3.809","1",NA
"fish_36","F","2018-06-07",1457,"59",NA,NA,"2.5876","1","nofl"
"fish_37","F","2018-06-07",1457,"71.6",75.8,NA,"5.0181","1",NA
"fish_38","F","2018-06-07",1457,"80.6",88,NA,"5.7835","1",NA
"fish_39","F","2018-06-07",1457,"63.2",67.2,NA,"2.9183","1",NA
"fish_40","F","2018-06-07",1457,"62.7",67.7,NA,"3.4723","1",NA
"fish_41","F","2018-06-07",1457,"69.5",75.3,NA,"4.0545","1",NA
"fish_42","F","2018-06-07",1457,"71.8",NA,NA,"4.2716","1","nofl"
"fish_43","F","2018-06-07",1457,"71.7",77.6,NA,"4.5273","1",NA
"fish_44","F","2018-06-07",1457,"69.8",75.6,NA,"4.2222","1",NA
"fish_45","F","2018-06-07",1457,"66.2",71.9,NA,"3.5613","1",NA
"fish_46","F","2018-06-07",1457,"62.1",64.9,NA,"2.8384","1",NA
"fish_47","F","2018-06-07",1457,"73.7",77.6,NA,"4.8177","1",NA
"fish_48","F","2018-06-07",1457,"68.9",74.6,NA,"3.498","1",NA
"fish_01","M","2019-05-31",1815,"67.43",71.64,NA,"3.704","1, 2, 3",NA
"fish_02","M","2019-05-31",1815,"64.51",69.45,NA,"3.1767","1, 2, 3",NA
"fish_03","M","2019-05-31",1815,"60.53",64.02,NA,"3.0221","1, 2, 3",NA
"fish_04","M","2019-05-31",1815,"59.54",63.09,NA,"2.2529","1, 2, 3",NA
"fish_05","M","2019-05-31",1815,"62.57",67.83,NA,"2.731","1, 2, 3","nofl"
"fish_06","M","2019-05-31",1815,"70.3",75.09,NA,"4.0942","1, 2, 3",NA
"fish_07","M","2019-05-31",1815,"80.91",86.3,NA,"6.3061","1, 2, 3",NA
"fish_08","M","2019-05-31",1815,"66.01",70.81,NA,"3.0594","1, 2, 3",NA
"fish_09","M","2019-05-31",1815,"67.99",73.26,NA,"3.4128","1, 2, 3",NA
"fish_10","M","2019-05-31",1815,"76.57",82.15,NA,"5.7966","1, 2, 3",NA
"fish_11","M","2019-05-31",1815,"66.41",71.08,NA,"3.5224","1, 2, 3",NA
"fish_12","M","2019-05-31",1815,"61.7",65.42,NA,"2.3521","1, 2, 3",NA
"fish_13","M","2019-05-31",1815,"63.4",68.01,NA,"2.8497","1, 2, 3",NA
"fish_14","M","2019-05-31",1815,"63.35",68.74,NA,"3.3743","1, 2, 3","nofl"
"fish_15","M","2019-05-31",1815,"62.25",65.81,NA,"2.4589","1, 2, 3",NA
"fish_16","M","2019-05-31",1815,"63.59",67.07,NA,"3.1289","1, 2, 3",NA
"fish_17","M","2019-05-31",1815,"65.88",70.75,NA,"3.1334","1, 2, 3",NA
"fish_18","M","2019-05-31",1815,"55.86",58.93,NA,"2.118","1, 2, 3",NA
"fish_19","M","2019-05-31",1815,"61.34",65.62,NA,"2.7571","1, 2, 3",NA
"fish_20","M","2019-05-31",1815,"65.95",70.54,NA,"3.38","1, 2, 3",NA
"fish_21","M","2019-05-31",1815,"67.68",72.36,NA,"3.5274","1, 2, 3",NA
"fish_22","M","2019-05-31",1815,"60.15",64.7,NA,"2.6429","1, 2, 3",NA
"fish_23","M","2019-05-31",1815,"56.56",60.26,NA,"2.1464","1, 2, 3",NA
"fish_24","M","2019-05-31",1815,"58.79",62.26,NA,"2.1281","1, 2, 3",NA
"fish_25","M","2019-05-31",1815,"61.31",66.2,NA,"2.7664","1, 2, 3",NA
"fish_26","F","2019-05-31",1815,"68.72",73.88,NA,"3.4704","1, 2, 3",NA
"fish_27","F","2019-05-31",1815,"74.18",80.04,NA,"4.6132","1, 2, 3",NA
"fish_28","F","2019-05-31",1815,"76.02",80.99,NA,"6.6419","1, 2, 3",NA
"fish_29","F","2019-05-31",1815,"81.94",88.4,NA,"7.9651","1, 2, 3",NA
"fish_30","F","2019-05-31",1815,"75.5",81.22,NA,"5.4388","1, 2, 3",NA
"fish_31","F","2019-05-31",1815,"77.28",83.49,NA,"5.9905","1, 2, 3",NA
"fish_32","F","2019-05-31",1815,"72.55",76.97,NA,"4.6939","1, 2, 3",NA
"fish_33","F","2019-05-31",1815,"63.73",68.96,NA,"3.1846","1, 2, 3",NA
"fish_34","F","2019-05-31",1815,"71.88",76.29,NA,"4.9109","1, 2, 3",NA
"fish_35","F","2019-05-31",1815,"67.47",72.36,NA,"3.8173","1, 2, 3",NA
"fish_36","F","2019-05-31",1815,"59.66",NA,NA,"2.5889","1, 2, 3","nofl"
"fish_37","F","2019-05-31",1815,"70.92",76.16,NA,"4.994","1, 2, 3",NA
"fish_38","F","2019-05-31",1815,"81.19",87.47,NA,"5.8044","1, 2, 3",NA
"fish_39","F","2019-05-31",1815,"63.33",68.53,NA,"2.943","1, 2, 3",NA
"fish_40","F","2019-05-31",1815,"63.03",67.77,NA,"3.5024","1, 2, 3",NA
"fish_41","F","2019-05-31",1815,"68.9",74.45,NA,"4.0627","1, 2, 3",NA
"fish_42","F","2019-05-31",1815,"72.21",NA,NA,"4.2669","1, 2, 3","nofl"
"fish_43","F","2019-05-31",1815,"72.08",77.12,NA,"4.5308","1, 2, 3",NA
"fish_44","F","2019-05-31",1815,"69.69",74.31,NA,"4.173","1, 2, 3",NA
"fish_45","F","2019-05-31",1815,"66.14",70.46,NA,"3.5575","1, 2, 3",NA
"fish_46","F","2019-05-31",1815,"60.83",65.54,NA,"2.8458","1, 2, 3",NA
"fish_47","F","2019-05-31",1815,"73.96",78.67,NA,"4.7839","1, 2, 3",NA
"fish_48","F","2019-05-31",1815,"69.22",74.07,NA,"3.5025","1, 2, 3",NA
"fish_01","M","2020-06-11",2192,"67.15",71.24,NA,"3.7034","1, 2, 3",NA
"fish_02","M","2020-06-11",2192,"64.65",69.79,NA,"3.1314","1, 2, 3",NA
"fish_03","M","2020-06-11",2192,"60.74",NA,NA,"2.9936","1, 2, 3",NA
"fish_04","M","2020-06-11",2192,"59.19",62.66,NA,"2.2331","1, 2, 3",NA
"fish_05","M","2020-06-11",2192,"62.07",67.94,NA,"2.7033","1, 2, 3",NA
"fish_06","M","2020-06-11",2192,"70.24",74.91,NA,"4.0663","1, 2, 3",NA
"fish_07","M","2020-06-11",2192,"81.25",86.6,NA,"6.3031","1, 2, 3",NA
"fish_08","M","2020-06-11",2192,"65.48",70.37,NA,"3.0539","1, 2, 3",NA
"fish_09","M","2020-06-11",2192,"67.98",73.11,NA,"3.3959","1, 2, 3",NA
"fish_10","M","2020-06-11",2192,"75.49",81.2,NA,"5.6702","1, 2, 3",NA
"fish_11","M","2020-06-11",2192,"66.09",70.73,NA,"3.5161","1, 2, 3",NA
"fish_12","M","2020-06-11",2192,"61.72",65.71,NA,"2.3372","1, 2, 3",NA
"fish_13","M","2020-06-11",2192,"63.54",68.64,NA,"2.8228","1, 2, 3",NA
"fish_14","M","2020-06-11",2192,"63.94",67.66,NA,"3.3609","1, 2, 3",NA
"fish_15","M","2020-06-11",2192,"62.06",65.1,NA,"2.4335","1, 2, 3",NA
"fish_16","M","2020-06-11",2192,"62.89",67.12,NA,"3.1197","1, 2, 3",NA
"fish_17","M","2020-06-11",2192,"66.37",70.02,NA,"3.119","1, 2, 3",NA
"fish_18","M","2020-06-11",2192,"55.01",58.78,NA,"2.0884","1, 2, 3",NA
"fish_19","M","2020-06-11",2192,"60.05",63.54,NA,"2.7474","1, 2, 3",NA
"fish_20","M","2020-06-11",2192,"65.48",70.37,NA,"3.3143","1, 2, 3",NA
"fish_21","M","2020-06-11",2192,"67.73",72.26,NA,"3.4806","1, 2, 3",NA
"fish_22","M","2020-06-11",2192,"61",64.9,NA,"2.6143","1, 2, 3",NA
"fish_23","M","2020-06-11",2192,"55.98",61.26,NA,"2.12","1, 2, 3",NA
"fish_24","M","2020-06-11",2192,"58.53",62.42,NA,"2.117","1, 2, 3",NA
"fish_25","M","2020-06-11",2192,"61.15",66.65,NA,"2.794","1, 2, 3",NA
"fish_26","F","2020-06-11",2192,"68.74",74.11,NA,"3.4353","1, 2, 3",NA
"fish_27","F","2020-06-11",2192,"73.37",79.43,NA,"4.5267","1, 2, 3",NA
"fish_28","F","2020-06-11",2192,"76.18",81.02,NA,"6.674","1, 2, 3",NA
"fish_29","F","2020-06-11",2192,"81.18",87.96,NA,"7.9585","1, 2, 3",NA
"fish_30","F","2020-06-11",2192,"75.75",81.72,NA,"5.4195","1, 2, 3",NA
"fish_31","F","2020-06-11",2192,"77.7",83.88,NA,"5.9799","1, 2, 3",NA
"fish_32","F","2020-06-11",2192,"72.59",78.24,NA,"4.6476","1, 2, 3",NA
"fish_33","F","2020-06-11",2192,"62.28",67.38,NA,"3.1754","1, 2, 3",NA
"fish_34","F","2020-06-11",2192,"71.54",76.48,NA,"4.9232","1, 2, 3",NA
"fish_35","F","2020-06-11",2192,"67.83",71.64,NA,"3.7869","1, 2, 3",NA
"fish_36","F","2020-06-11",2192,"59.02",NA,NA,"2.5863","1, 2, 3",NA
"fish_37","F","2020-06-11",2192,"70.91",76,NA,"4.9816","1, 2, 3",NA
"fish_38","F","2020-06-11",2192,"81.28",86.76,NA,"5.7368","1, 2, 3",NA
"fish_39","F","2020-06-11",2192,"62.62",67.62,NA,"2.9136","1, 2, 3",NA
"fish_40","F","2020-06-11",2192,"63.34",68.34,NA,"3.4543","1, 2, 3",NA
"fish_41","F","2020-06-11",2192,"69.08",75.7,NA,"4.0106","1, 2, 3",NA
"fish_42","F","2020-06-11",2192,"72.19",NA,NA,"4.2839","1, 2, 3",NA
"fish_43","F","2020-06-11",2192,"71.44",77.27,NA,"4.5677","1, 2, 3",NA
"fish_44","F","2020-06-11",2192,"69.84",75.73,NA,"4.2016","1, 2, 3",NA
"fish_45","F","2020-06-11",2192,"66.91",71.04,NA,"3.5569","1, 2, 3",NA
"fish_46","F","2020-06-11",2192,"60.24",63.98,NA,"2.8355","1, 2, 3",NA
"fish_47","F","2020-06-11",2192,"73.5",79.5,NA,"4.7545","1, 2, 3",NA
"fish_48","F","2020-06-11",2192,"69.6",75.05,NA,"3.5","1, 2, 3",NA
